Name of Building,Address,Year of Completion,Property_Type,Location
"Erin Court
      *???","297 & 297A
Prince Edward Rd. W.",1963,,
"Erine Court
      ???",71 Sing Woo Rd.,1988,,
"Ernest Court
      *???",27/29 Ngan Mok St.,1964,,
"Escapade
      ???",55 Elgin St.,1975,,
"Estella Court
      *????",70 MacDonnell Rd.,1956,,
"Estoril Court
      *????",55 Garden Rd.,1983,,
Estrellita,12 Repulse Bay Rd.,Pre 1945?,,
"Eternal Building
      *????",112/114 Tsat Tsz Mui Rd.,1989,,
"Eton Building
      ??????",288 Des Voeux Rd. C.,1989,,
"Eton Tower
      ??????",8 Hysan Avenue,1977,,
"Eu Yan Sang Tower
      ?????",11/15 Chatham Rd. S.,1993,,
"Eubank Plaza
      ????",9 Chiu Lung St.,1995,,
"Eurasia Building
      *????",6 Stanley St.,1971,,
"Euro Trade Centre
      *??????","13-14 Connaught Rd. C.
21-23 Des Voeux Rd. C.",1982,,
"European Asian Bank Building
      *??????",749 Nathan Rd.,1982,,
"Euston Court
      *??",6 Park Rd.,1989,,
"Eva Court
      ??",36 MacDonnell Rd.,1979,,
"Evangel Children's Home
      ???????",120 Shatin Pass Rd.,1963,,
"Evangel Hospital
      ????",222 Argyle St.,1965,,
"Evangel Seminary
      ?????",59 Cumberland Rd.,Pre 1945?,,
"Evelyn Towers
      *???",38 Cloud View Rd.,1975,,
"Ever Court
      *???",22/26 Flower Market Rd.,1986,,
"Ever Rich Mansion
      *????",48 Pei Ho St.,1994,,
"Ever Secure Mansion
      *????",21/25 Ka Wo St.,1986,,
"Ever Wealth Building
      *?????",9/11 Fat Tseung St.,1994,,
"Everbest Court
      *???",16 Dianthus Rd.,1992,,
"Everbright Centre
      ????",108 Gloucester Rd.,1991,,
"Everest Building
      ????",241/243 Nathan Rd.,1967,,
"Everest Court
      *???",59/61 Ma Tau Chung Rd.,1959,,
"Everest Industrial Centre
      *??????",396 Kwun Tong Rd.,1987,,
"Everglory Centre
      ????",1B Kimberley St.,1999,,
"Evergreen Building
      *????",128/132 Tam Kung Rd.,1975,,
"Evergreen Court
      *??",71/73A Blue Pool Rd.,1964,,
"Evergreen Garden
      *????",18 Shouson Hill Rd.,1983,,
"Evergreen Industrial Mansion
      *??????",12 Yip Fat St.,1972,,
"Evergreen Mansion
      *???",14 Cornwall St.,1966,,
"Evergreen Mansion
      *???","444/446 Sai Yeung
Choi St. N.",1965,,
"Evergreen Towers
      *????","Ground Floor:
28, 30, 34, 36,
38, 40, 44 &
46 Fei Fung St.
Upper Floors:
32 & 42 Fei Fung St.",1975,,
"Evergreen Villa
      *?????",28/34 Shing Tak St.,1959,,
"Evergreen Villa
      *????",43 Stubbs Rd.,1970,,
"Everich Building
      *????",43 Boundary St.,1983,,
"Evernew Commercial Centre
      *??????",33 Pine St.,1991,,
"Evernew House
      ????",485 Lockhart Rd.,1988,,
"Everprofit Commercial Building
      *??????",36 Ko Shing St.,1993,,
"Everwell Garden
      *???",1 Sheung Hong St.,1972,,
"Everwin Building
      *????",406-408 King's Rd.,1985,,
"Everwin Centre
      *????",72 Hung To Rd.,1992,,
"Everwin Mansion
      *????",18 Johnston Rd.,1965,,
"Evone Court
      *???",24/28 Yik Yam St.,1964,,
"Evora Building
      *????","Ground Floor:
68 Lok Ku Rd.
3 Upper Lascar Row
Upper Floors:
68 Lok Ku Rd.",1983,,
"Ewan Court
      *???",54-56 Kennedy Rd.,1978,,
"Excel Centre
      ????",483A Castle Peak Rd.,2010,,
"Excellente Commercial Building
      *??????",456/458 Jaffe Rd.,1981,,
"Excelsior Building
      *????",358/366 Nathan Rd.,1967,,
"Excelsior Court
      *???",83 Robinson Rd.,1989,,
"Exchange Square
      ????",8 Connaught Place,-,,
"      One Exchange Square
      ???????",,1984,,
"      The Forum
      ???",,2013,,
"      Three Exchange Square
      ???????",,1988,,
"      Two Exchange Square
      ???????",,1985,,
"Exchange Tower
      ??????",33 Wang Chiu Rd.,2008,,
Exeter House,2 Pilgrims Way,1970,,
"F.E.H.D. Transport Section
      Quarry Bay Depot
      ???????
      ????????",26 Hoi Chak St.,-,,
"Fa Po Villa
      *????",12/14 Fa Po St.,1966,,
"Fa Yuen Commercial building
      ??????",75/77 Fa Yuen St.,1968,,
"Fa Yuen Mansion
      *????",211/215A Fa Yuen St.,1964,,
"Fa Yuen Plaza
      ????",19 Fa Yuen St.,2003,,
"Fa Yuen Street Municipal
      Services Building
      ???????",123A Fa Yuen St.,-,,
"Fa Yuen Tower
      *???",216/218 Fa Yuen St.,1990,,
"Faber Court
      *???",29 & 31 Tai Tam Rd.,1975,,
"Faber Garden
      *????",6 Marconi Rd.,1977,,
"Faber Villa
      *???",17 Tai Tam Rd.,1975,,
"Faerie Court
      *???","Ground Floor:
72, 72A, 72B, 72C,
72D, 74, 76, 78,
82, 84, 86, 88
Ko Shan Rd. &
9 Kiang Hsi St.
Basement Carpark:
72/88 Ko Shan Rd.
Upper Floors:
80 Ko Shan Rd.",1979,,
"Fai Hon Building
      *????",15/17 Ngan Mok St.,1979,,
"Fai Man Building
      ????",9-13 Li Yuen St. W.,1967,,
"Fair View Mansion
      ???",60-62 Electric Rd.,1963,,
"Fair Villa
      ??",9 Dianthus Rd.,1994,,
"Fair Way Garden
      *????","Ground Floor:
7 Liberty Avenue
1st-3rd Floors:
7 Liberty Avenue &
7 Peace Avenue
Upper Floors:",1984,,
"      Blocks A-B
      A-B?",7 Liberty Avenue,,,
"      Blocks C-D
      C-D?",7 Peace Avenue,,,
"Fair Wind
      ???",111 Repulse Bay Rd.,1958,,
"Fair Wind Court
      *???",70/80 Tak Cheong St.,1981,,
"Fair Wind Manor
      *????",6A/6B Seymour Rd.,1966,,
"Fairland Gardens
      *???",7 Ho Man Tin Hill Rd.,1971,,
"Fairlane Tower
      ????",2B Bowen Rd.,1998,,
"Fairmont Gardens
      ???",39A/39F Conduit Rd.,1975,,
"Fairmont House
      *????",8 Cotton Tree Drive,1982,,
"Fairview Court
      *???",15-17 King Kwong St.,1983,,
"Fairview Court
      *???",5/13 Tsat Tsz Mui Rd.,1974,,
"Fairview Court
      ???",75 Pok Fu Lam Rd.,1996,,
"Fairview Court
      ???",94 Repulse Bay Rd.,1986,,
"Fairview Garden
      *???",27 Tai Po Rd.,1999,,
"Fairview Height
      ???",1 Seymour Rd.,1996,,
"Fairview House
      *???",6 Peony Rd.,1984,,
"Fairview Mansion
      *????",51 Paterson St.,1958,,
"Fairview Mansion
      *????",84 Robinson Rd.,1971,,
"Fairville Garden
      *??",63 Blue Pool Rd.,1970,,
Fairwinds,29/31 Tung Tau Wan Rd.,1998,,
"Fairyland Gardens
      *???",8 Broadcast Drive,1973,,
"Faith Lutheran School
      ????",8 Pui Tak St.,1963,,
"Falcon Lodge
      *???",67 Perkins Rd.,1972,,
Falconridge,35 Barker Rd.,1980,,
"Family Planning Association
      of Hong Kong
      ?????????",105 Ma Tau Chung Rd.,1961,,
"Famous Horse Centre
      ????",1145/1153 Canton Rd.,1980,,
"Far East Consortium Building
      ??????",204/206 Nathan Rd.,1985,,
"Far East Consortium Building
      *??????","Ground Floor:
113-125A Des Voeux Rd. C.
Upper Floors:
121 Des Voeux Rd. C.",1976,,
"Far East Consortium
      Mongkok Building
      *????????","240/244 Portland St. &
11 Nelson St.",1969,,
"Far East Finance Centre
      ??????",16 Harcourt Rd.,1982,,
"Far East Mansion
      *????",5 & 6 Middle Rd.,1959,,
"Far View Mansion
      *????",16 Yuet Wah St.,1966,,
"Farm Road Government
      Primary School
      ???????",8 Farm Rd.,- ,,
"Farming Villa
      *????",26 Fa Po St.,1970,,
"Fashion Centre
      *????",51-53 Wing Hong St.,1991,,
"Fashion Walk
      ???","19 Great George St. &
27-47 Paterson St.",1959,,
"Fast Industrial Building
      *??????",658 Castle Peak Rd.,1981,,
"Fasteem Mansion
      ????","Ground Floor:
307 & 311 Jaffe Rd.
Upper Floors:
309 Jaffe Rd.",1986,,
"Fat Cheong Building
      *???","65/81 Electric Rd.,
1B Lau Li St. &
2B Tsing Fung St.",1964,,
"Fat Cheong Group Building
      ??????",93 Wai Yip St.,2016,,
"Fat Jong Temple
      ???",175 Shatin Pass Rd.,1992,,
"Fat Keung House
      *???","121/125 Po Kong Village
Rd.",1976,,
"Fat Kwong Street Indoor Games Hall
      ????????",18 Good Shepherd St.,-,,
"Fat Lee Industrial Building
      *??????",17 Hung To Rd.,1971,,
"Fat Lee Mansion
      *???",62-64 Peel St.,1977,,
"Fat Sun Building
      ???",14 Fuk Wa St.,1979,,
"Fat Tat Building
      *???",49/51 Ngan Fung St.,1973,,
"Fat Tseung Building
      *????","290/292 Castle Peak Rd. &
7C/7E Fat Tseung St.",1965,,
FC Residence,157 Hennessy Rd.,1981,,
"Federal Building
      ????",365/371 Lockhart Rd.,1975,,
"Federal Centre
      *????",77 Sheung On St.,1982,,
"Federal Mansion
      *???","Ground Floor:
465 & 471 Castle Peak Rd.
544, 546, 550, 552 &
554 Fuk Wing St.",1981,,
"      Block A
      A?","4/F-11/F:
467 Castle Peak Rd.",,,
"      Block B
      B?","4/F-11/F:
548 Fuk Wing St.",,,
"      Federal Arcade
      ?????","Basement:
469 Castle Peak Rd.",,,
"      Federal Plaza
      ????","1/F-3/F:
469 Castle Peak Rd.",,,
"Federate Building
      *????","Ground Floor:
292-298 Queen's Rd. W. &
63-65 First St.
Upper Floors:
292/298 Queen's Rd. W.",1981,,
"Fee Tat Commercial Centre
      ??????",613 Nathan Rd.,2002,,
"Felicity Building
      *????","Ground Floor:
54-58 Hollywood Rd. &
40-44 Peel St.
Upper Ground Floor:
56/58 Hollywood Rd.
Upper Floors:
38 Peel St.",1978,,
"Felicity Garden
      *????",111 Shau Kei Wan Rd.,1990,,
"Felix Villa
      *???",10/12A Happy View Terrace,1972,,
"Fen Hin Industrial Building
      *??????",101A Wai Yip St.,1979,,
"Fen Hwa Mansion
      *????",1231/1233 Canton Rd.,1964,,
"Feng Fong Building
      *????","73, 73A, 73B, 73C, 73D &
73E Caine Rd.",1956,,
"Feoso Building
      ??????",877 Lai Chi Kok Rd.,1981,,
"Fessenden Court
      *???",3 Fessenden Rd.,1976,,
"Festival Walk
      ???",80 Tat Chee Avenue,1998,,
"FFT 22
      *???",22 Fung Fai Terrace,1992,,
"Fife Court
      *???",1096 Canton Rd.,1994,,
"Finance Building
      *??????","254 Des Voeux Rd. C. &
48 Wing Lok St.",1978,,
"Fine Mansion
      *????",32/40 Village Rd.,1973,,
"Fire Services Club
      ?????",3 Wang Chiu Rd.,-,,
"Fire Services Department
      Kowloon Bay Workshop
      ?????????",3 Lam Hing St.,-,,
"Fire Services Department Ngau Chi
      Wan Rank and File Married Quarters
      ???????????",22 Wing Ting Rd.,-,,
"First Assembly of God School &
      Kindergarten
      ???????????",123 Argyle St.,-,,
"First Church of Christ Scientist
      ????????????",31 MacDonnell Rd.,-,,
"First Commercial Building
      *??????",33/35 Leighton Rd.,1980,,
"First Group Centre
      ??????",14 Wang Tai Rd.,1986,,
"First Mansion
      *????",102/108 Robinson Rd.,1965,,
"Five Districts Business Welfare
      Association School
      ????????",70 Wing Hong St.,1958,,
"Five Districts Business Welfare
      Association Szeto Ho
      Secondary School
      ???????",7 Kai Tin Rd.,1979,,
"Flagstaff House Museum of Tea Ware
      and The K.S. Lo Gallery
      ????????????","10 Cotton Tree Drive
Hong Kong Park",-,,
"Flamaglo
      ??",39A Shouson Hill Rd.,1954,,
"Flatiron Court
      ???",170 Tung Choi St.,1995,,
"Fleming Mansion
      *?????",35/39B Fleming Rd.,1968,,
"Flora Court
      ???",95 Caine Rd.,1994,,
"Flora Garden
      *???",50 Cloud View Rd.,1979,,
"Flora Garden
      *???",7 Chun Fai Rd.,1987,,
"Flora Villa
      *???",1 Marigold Rd.,1980,,
"Floral Court
      *??",142 Kiu Kiang St.,1997,,
"Floral House
      ???",67/69 Hennessy Rd.,1973,,
"Floral Tower
      ???","Ground Floor:
1/9 Mosque St.
Upper Floors:
22 Robinson Rd.",1992,,
"Flordia Mansion
      *????",33/35 Hillwood Rd.,1973,,
"Florence Plaza
      ????",23 Cheung Wah St.,1996,,
"Florida Mansion
      *????",9 & 11 Cleveland St.,1964,,
"Florient Rise
      ???",38 Cherry St.,2008,,
"Flourish Court
      *???",30 Conduit Rd.,1993,,
"Flourish Industrial Building
      *??????",33 Sheung Yee Rd.,1987,,
"Flourish Mansion
      ????",9 Cheung Wong Rd.,2003,,
"Flower Market Road
      Refuse Collection Point
      ????????",3 Flower Market Rd.,,,
"Flower Villa
      ???",8 Flower Market Rd.,1996,,
"Fly Dragon Terrace
      *???",26/32 Tin Hau Temple Rd.,1974,,
"Focal Industrial Centre
      *??????",21 Man Lok St.,1986,,
"Fok Cheong Building
      *???",1032/1044 King's Rd.,1972,,
"Fok Kwan Building
      *????",4-10 Boundary St.,1976,,
"Fok Lin Building
      *????","Ground Floor:
7/19 Baker Court,
44/50 Baker St. &
51/57 Winslow St.
Upper Floors:
7, 21 Baker Court",1973,,
"Fok On Building
      *????",92 Ma Tau Chung Rd.,1976,,
"Fok On Court
      *???","100-108 Ma Tau Chung Rd. &
2-6 Sung Wong Toi Rd.",1979,,
"Fok Sing Building
      *????","Ground Floor:
234/238 Shau Kei Wan Rd. &
9 Hoi Foo St.
Upper Floors:
234/238 Shau Kei Wan Rd.",1976,,
"Fok Wa Mansion
      *????",17 & 19 Kin Wah St.,1974,,
"Fok Ying Building
      *????",379/381 King's Rd.,1981,,
"Folkland Mansion
      *????",8 Walnut St.,1992,,
"Fong Man House
      *???","138/142 Shau Kei Wan
Main St. E.",1964,,
"Fontana Gardens
      *??",Ka Ning Path,1965,,
"Foo Cheong Building
      ????",82-86 Wing Lok St.,1982,,
"Foo Hoo Centre
      *????",3 Austin Avenue,1990,,
"Foo Kam Building
      ???","Ground Floor:
51 & 53 Yu Chau St.
Upper Floors:
51, 51A & 53 Yu Chau St.",1976,,
"Foo On Building
      *????","3, 3A, 3B, 5-19 Ting On St.",1976,,
"Foo Sang Building
      ???",67 & 69 Wing Lok St.,1976,,
"Foo Tak Building
      ???",365/367 Hennessy Rd.,1968,,
"Foo Tat Building
      *????",50 Soy St.,1985,,
"Foo Yet Kai Building
      ?????","Ground Floor:
52, 52A, 54, 54A, 58, 58A,
60 & 60A Java Rd.
Upper Floors:
56 Java Rd.",1980,,
"Foo Yue Building
      *????",83-103 Ting Fu St.,1976,,
"Foo Yuen Building
      *???","1 Foo Yuen St. &
21-29 Yin Hing St.",1964,,
"Foo's Commercial Building
      *??????",74 Fuk Lo Tsun Rd.,1983,,
"Fook Cheong Building
      *????",314/316 Portland St.,1967,,
"Fook Cheong Building
      *????",63 Hoi Yuen Rd.,1980,,
"Fook Cheong House
      ???",99/101 Fuk Wa St.,1977,,
"Fook Cheung House
      *???",34/38 Cross St.,1988,,
"Fook Cheung Mansion
      *???",10 Fa Po St.,1965,,
"Fook Chi Building
      *???",59 & 61 Nam Kok Rd.,1992,,
"Fook Chi Building
      ????","Basement-1st Floors:
135 Kowloon City Rd. &
92 Pau Chung St.
Upper Floors:
135 Kowloon City Rd.",1984,,
"Fook Chi House
      ???","Ground Floor:
22/24 Gage St. &
18A/18B Peel St.
Upper Floors:
22/24 Gage St.",1972,,
"Fook Gay Mansion
      *????","Ground Floor:
375, 379 Lockhart Rd. &
8/10 Marsh Rd.
Upper Floors:
377 Lockhart Rd.",1966,,
"Fook Hee House
      *???",60/62 Junction Rd.,1982,,
"Fook Hei Mansion
      ???",1091/1093 Canton Rd.,1975,,
"Fook Hing Court
      *???",37/47 Wan Hon St.,1967,,
"Fook Hing Court
      *???",63 Wun Sha St.,1989,,
"Fook Hing Factory Building
      *??????",33 Lee Chung St.,1972,,
"Fook Hong Court
      *???",18 Grampian Rd.,1975,,
"Fook Hong Industrial Building
      *??????",19 Sheung Yuet Rd.,1986,,
"Fook Hong Mansion
      *????",17/19 Fuk Tsun St.,1972,,
"Fook Kee Court
      *???",6 Mosque St.,1990,,
"Fook Kiu Mansion
      *????",34/36A Cameron Rd.,1966,,
"Fook Luen Mansion
      ???",40 Lion Rock Rd.,1993,,
"Fook Luk Building
      *????","Ground Floor:
44/48 Boundary St.
Upper Floors:
44/46 Boundary St.",1974,,
"Fook Lung Garden
      *????",375 Prince Edward Rd. W.,1988,,
"Fook Moon Building
      *????","52-56 Centre St. &
56-72 Third St.",1981,,
"Fook On Building
      *????","16A/16D Fuk Wing St. &
35/37 Shek Kip Mei St.",1964,,
"Fook On Building
      *???",192 Third St.,1982,,
"Fook On Building
      *????",205/207 Wan Chai Rd.,1979,,
"Fook On Mansion
      *????",25 North St.,1980,,
"Fook Shing Court
      *???",50 Wyndham St.,1986,,
"Fook Shing Industrial Building
      *??????",1A Yuk Yat St.,1974,,
"Fook Sing Building
      ???",51 Tak Ku Ling Rd.,1986,,
"Fook Sing Building
      *????",52-58 Reclamation St.,1966,,
"Fook Sing Court
      *???",378 Queen's Rd. C.,1986,,
"Fook Sing Factory Building
      *??????",2 Walnut St.,1966,,
"Fook Sing Mansion
      *????",16/22 Shun Yung St.,1965,,
"Fook Sun Villa
      *???",16 Fa Po St.,1965,,
"Fook Tai Building
      *????","Ground Floor:
24 & 26 Soy St. &
1 Sai Yeung Choi St. S.
Upper Floors:
24 Soy St.",1978,,
"Fook Tin Building
      ????",38 Wai Chi St.,1980,,
"Fook Toa Mansion
      ???","Ground Floor:
8/12 Sung Wong Toi Rd. &
127/131 Tam Kung Rd.
Upper Floors:
8/12 Sung Wong Toi Rd.",1966,,
"Fook Wah Mansion
      *????",2-4 Tsing Fung St.,1966,,
"Fook Wah Mansions
      *????",43/53 Lyttelton Rd.,1963,,
"Fook Wai Mansion
      *???",98 Pok Fu Lam Rd.,1980,,
"Fook Wan Mansion
      ????",25 Chun Tin St.,1975,,
"Fook Wan Mansion
      *????",79/81 Fuk Wa St.,1991,,
"Fook Wo Building
      *????",10/20 Tai Wo St.,1987,,
"Fook Yee Garden
      ????",278 Prince Edward Rd. W.,1990,,
"Fook Yiu Building
      *????",6 & 8 Tai Po Rd.,1973,,
"Fook Yue Mansion
      *???","Ground Floor:
272-274 Ma Tau Wai Rd. &
39 Chi Kiang St.
Upper Floors:
272/274 Ma Tau Wai Rd.",1978,,
"Fook Yuen Mansion
      *??",50/54 Shanghai St.,1991,,
"Foon Lok Building
      ???",2/4 Arran St.,1979,,
"Foon Shing Building
      ???",732 Nathan Rd.,1975,,
"Ford Glory Plaza
      ????","Ground Floor:
39 Wing Hong St. &
72 King Lam St.
Upper Floors:
37 Wing Hong St.",2008,,
"Foremost Building
      *????",21 Jordan Rd.,1963,,
"Forest Hill Lodge
      ???",2 Shek O Headland,1964,,
"Formwell Garden
      *???",46-48 Blue Pool Rd.,1982,,
"Fort Mansion
      *????",25/27 Fort St.,1964,,
"Fortis Tower
      *????","77-79 Gloucester Rd. &
117-119 Jaffe Rd.",1982,,
"Fortress Garden
      *????",32 Fortress Hill Rd.,,,
"      Fu Bon Court
      ???",,1981,,
"      Fu Dat Court
      ???",,1981,,
"      Fu Kar Court
      ???",,1983,,
"      Fu Wai Court
      ???",,1981,,
"Fortress Heights
      *???",38A Fort St.,2000,,
"Fortress Hill Methodist School
      (Skills Opportunity School)
      ?????????
      (????)",19 Fortress Hill Rd.,1963,,
"Fortress Metro Tower
      ????",238 King's Rd.,1987,,
"Fortress Tower
      *?????",250 King's Rd.,1984,,
"Fortuna Building
      *????",,1961,,
"      Block A
      A?",36/38 Kam Ping St.,,,
"      Block B
      B?",32/34 Kam Ping St.,,,
"      Block C
      C?",28/30 Kam Ping St.,,,
"      Block D
      D?",24/26 Kam Ping St.,,,
"Fortuna Building
      ???",63/69 Wellington St.,1969,,
"Fortuna Building
      *????",451/455 Chatham Rd. N.,1988,,
"Fortuna Court
      *???",1 Wong Nai Chung Rd.,1997,,
"Fortuna Court
      *????",25 Repulse Bay Rd.,1982,,
"Fortuna House
      *????",58/60A Granville Rd.,1966,,
"Fortune Building
      *???",10/12 Village Rd.,1974,,
"Fortune Building
      *????",111 Pak Tai St.,1996,,
"Fortune Building
      ????",175 Yu Chau St.,1996,,
"Fortune Building
      *????","Ground Floor:
7D, 7E & 7F O'Brien Rd. &
15-158 Lockhart Rd.
Upper Floors:
150/158 Lockhart Rd.",1976,,
"Fortune Building
      *????",2A/2B Lo Lung Hang St.,1982,,
"Fortune Centre
      ????",48 Yun Ping Rd.,1994,,
"Fortune Court
      ???",10 Sai On Lane,1994,,
"Fortune Court
      *???",18 Arbuthnot Rd.,1995,,
"Fortune Court
      ???",29-31 Fuk Lo Tsun Rd.,1989,,
"Fortune Court
      *???",3 Tai Ning St.,2001,,
"Fortune Court
      ???",33 Morrison Hill Rd.,1985,,
"Fortune Court
      *???",43 Kennedy Rd.,1985,,
"Fortune Court
      *???",4-6 Tak Hing St.,1985,,
"Fortune Court
      *???",55 Java Rd.,2001,,
"Fortune Court
      *???",8 Fuk Tsun St.,1996,,
"Fortune Crest
      ??",138 Sai Yeung Choi St. S.,2001,,
"Fortune Eagle Mansion
      *????",21 Sam Pan St.,1993,,
"Fortune Estate
      ???","8 Hang Cheung St.
(See Appendix I)",,,
"      Fook Ming House
      ???",(See Appendix I),,,
"      Fook Yat House
      ???",(See Appendix I),,,
"      Fook Yuet House
      ???",(See Appendix I),,,
"Fortune Factory Building
      *??????",40 Lee Chung St.,1978,,
"Fortune Garden
      *????",15 Wing Ting Rd.,1994,,
"Fortune Garden
      *???",8 Dianthus Rd.,1992,,
"Fortune House
      *???",6 & 8 Osmanthus Rd.,1987,,
"Fortune House
      ????",61 Connaught Rd. C.,1976,,
"Fortune Industrial Building
      *??????",35 Tai Yip St.,1977,,
"Fortune Mansion
      *????",228 Shau Kei Wan Rd.,1996,,
"Fortune Mansion
      *???",28-36 Apliu St.,1982,,
"Fortune Mansion
      *????","Ground Floor:
14, 16, 18, 22 & 24
Hung Shing St. &
57, 59, 61 & 63 Main St.,
Ap Lei Chau
Upper Floors:
20 Hung Shing St.",1987,,
"Fortune Terrace
      *???",4/16 Tak Shing St.,1978,,
"Fortune Views
      *???",22 Pau Chung St.,1998,,
"Fortune Villa
      ???",37 Cambridge Rd.,1993,,
"Fortune Villa
      *???",63 Hill Rd.,1990,,
"Fortune Well Height
      *????",152 Boundary St.,1994,,
"Fortune-Telling & Oblation Arcade
      ?????????","Wong Tai Sin Temple
Off Lung Cheung Rd.",-,,
"Fortwest
      ???",1 Westlands Rd.,1982,,
"Forum Court
      *???","Ground Floor:
9A-9B Peace Avenue
Upper Floors:
9 Peace Avenue",1979,,
"Foundation Building
      ?????","Ground Floor:
213 Queen's Rd. C. &
36 Jervois St.
Upper Floors:
213 Queen's Rd. C.",1976,,
"Four Sea Jade Centre
      ??????",530/536 Canton Rd.,1954,,
"Four Sea Mansion
      *????",254/260 Lockhart Rd.,1963,,
"Four Seas Communication Bank
      Building
      *???????","Ground Floor:
49/51 Bonham Strand W.,
213 & 215 Wing Lok St.
Upper Floors:
49/51 Bonham Strand W.",1978,,
